session_id,session_date,app_name,app_category,device,user_age_group,user_tech_savvy,intended_action,total_dark_patterns_found,total_pattern_instances,hidden_fees,fake_urgency,pre_checked_boxes,confirmshaming,sneaked_into_basket,hard_to_cancel,false_social_proof,forced_continuity,roach_motel,misdirection,price_comparison_blocking,trick_questions,disguised_ads,bait_and_switch,time_spent_minutes,intended_spend_usd,actual_spend_usd,extra_charges_usd,action_outcome,completed_intended_action,frustration_score,would_use_again
S-910539,2025-10-22,NewsHub-Media,News/Media,Mobile,25-34,High,read_one_article,3,9,0,0,0,2,0,0,0,4,0,0,0,0,3,0,6.4,0,0,0,completed_purchase,1,5.5,0
S-909027,2024-07-18,NewsHub-Media,News/Media,Tablet,18-24,High,read_one_article,3,9,0,0,0,0,0,0,0,3,2,0,0,0,4,0,5.0,0,0,0,completed_purchase,1,5.5,1
S-902825,2025-11-06,FitPro-Subscription,Fitness SaaS,Mobile,35-44,Low,cancel_subscription,4,11,0,0,0,4,0,2,0,0,0,0,0,3,2,0,9.7,0,0,0,gave_up_cancelling,0,4.8,0
S-906384,2025-04-25,FitPro-Subscription,Fitness SaaS,Mobile,25-34,Medium,cancel_subscription,6,12,0,0,0,4,0,2,0,3,0,0,1,1,1,0,11.2,0,28.14,28.14,completed_cancellation,1,5.8,0
S-902615,2024-08-23,FairBook-Travel,Travel,Mobile,55+,Medium,book_cheapest_option,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10.4,150,150,0,completed_booking,1,1,1
S-900251,2025-05-21,TravelDeal-Booking,Travel,Tablet,18-24,Medium,book_cheapest_option,7,14,2,4,1,0,0,0,3,0,0,0,2,1,0,1,20.6,150,188.74,38.74,completed_booking,1,5.7,1
S-902277,2025-06-08,QuickStream-Video,Subscription,Mobile,45-54,Low,cancel_subscription,4,8,0,0,2,2,0,2,0,0,2,0,0,0,0,0,7.0,0,0,20.79,gave_up_cancelling,0,4.5,0
S-902540,2025-11-15,FairBook-Travel,Travel,Desktop,18-24,High,book_cheapest_option,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10.7,150,150,0,completed_booking,1,1.2,1
S-907236,2024-08-07,FairBook-Travel,Travel,Mobile,55+,Medium,book_cheapest_option,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10.6,150,168.98,18.98,completed_booking,1,1.2,1
S-907005,2024-06-19,FitPro-Subscription,Fitness SaaS,Mobile,35-44,Medium,cancel_subscription,4,8,0,0,0,0,0,2,0,1,1,0,0,4,0,0,6.6,0,0,20.44,gave_up_cancelling,0,4.7,1
S-901709,2025-06-14,FitPro-Subscription,Fitness SaaS,Mobile,25-34,Medium,cancel_subscription,5,10,0,0,0,1,0,2,0,2,2,0,0,3,0,0,6.3,0,0,28.34,gave_up_cancelling,0,4.7,1
S-911340,2024-09-19,FitPro-Subscription,Fitness SaaS,Desktop,45-54,High,cancel_subscription,3,5,0,0,0,1,0,3,0,0,1,0,0,0,0,0,4.6,0,0,0,completed_cancellation,1,3.0,1
S-910892,2025-06-07,TravelDeal-Booking,Travel,Mobile,55+,Medium,book_cheapest_option,6,18,4,3,2,0,0,0,4,0,0,0,4,1,0,0,24.3,150,219.51,69.51,completed_booking,1,9.1,0
S-900800,2025-08-23,SocialFeed-App,Social Media,Desktop,25-34,Low,check_notifications,5,10,0,0,0,0,0,2,0,0,1,3,0,1,3,0,9.1,0,0,0,completed_purchase,1,6.0,1
S-908391,2024-08-16,FoodFast-Delivery,Food Delivery,Mobile,45-54,Medium,order_dinner,4,10,0,1,4,0,4,0,0,0,0,0,0,0,0,1,10.1,25,25,97.98,abandoned_cart,0,5.1,0
S-900822,2025-11-22,FoodFast-Delivery,Food Delivery,Mobile,55+,High,order_dinner,5,11,2,0,4,0,3,0,0,0,0,1,0,1,0,0,9.8,25,139.73,114.73,completed_purchase,1,5.9,0
S-911117,2025-09-14,FoodFast-Delivery,Food Delivery,Mobile,55+,High,order_dinner,4,7,3,0,1,0,2,1,0,0,0,0,0,0,0,0,6.5,25,68.56,43.56,completed_purchase,1,4.5,1
S-907255,2024-09-15,FairBook-Travel,Travel,Desktop,35-44,High,book_cheapest_option,3,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,12.2,150,166.47,16.47,completed_booking,1,2.4,1
S-902518,2025-06-20,FairBook-Travel,Travel,Desktop,35-44,Medium,book_cheapest_option,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10.6,150,161.24,11.24,completed_booking,1,2.2,1
S-906267,2024-06-19,SocialFeed-App,Social Media,Mobile,25-34,Low,check_notifications,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3.3,0,0,0,completed_purchase,1,2.7,1
S-902291,2025-05-27,FoodFast-Delivery,Food Delivery,Mobile,35-44,Low,order_dinner,2,3,0,0,1,0,2,0,0,0,0,0,0,0,0,0,5.6,25,55.48,30.48,completed_purchase,1,1.5,1
S-905953,2024-11-23,TravelDeal-Booking,Travel,Desktop,18-24,High,book_cheapest_option,5,12,2,2,2,0,0,0,2,0,0,0,4,0,0,0,18.3,150,150,43.37,noticed_hidden_fee_abandoned,0,5.9,0
S-910312,2024-11-18,FitPro-Subscription,Fitness SaaS,Tablet,55+,Low,cancel_subscription,4,15,0,0,0,4,0,3,0,4,0,0,0,4,0,0,7.9,0,0,19.72,gave_up_cancelling,0,7.2,1
S-904720,2024-09-28,FoodFast-Delivery,Food Delivery,Tablet,55+,High,order_dinner,3,6,3,2,1,0,0,0,0,0,0,0,0,0,0,0,6.8,25,40.85,15.85,completed_purchase,1,3.0,0
S-900612,2024-09-14,SocialFeed-App,Social Media,Mobile,45-54,Medium,check_notifications,5,12,0,0,0,0,0,1,0,0,2,4,0,1,4,0,8.8,0,0,0,completed_purchase,1,6.3,1
S-907874,2024-08-15,CleanShop-Ethical,E-commerce,Tablet,35-44,Low,buy_one_item,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.7,40,40,0,completed_purchase,1,1,1
S-909563,2025-06-20,FairBook-Travel,Travel,Mobile,35-44,Medium,book_cheapest_option,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,11.3,150,159.82,9.82,completed_booking,1,1,1
S-901212,2024-09-12,NewsHub-Media,News/Media,Desktop,45-54,Low,read_one_article,5,8,0,0,0,0,0,1,0,2,2,2,0,0,1,0,7.3,0,17.54,17.54,completed_purchase,1,3.2,1
S-902554,2024-10-04,OpenApp-Freemium,Productivity,Mobile,35-44,High,try_free_trial,2,5,0,0,0,1,0,0,0,4,0,0,0,0,0,0,8.1,0,0,0,signed_up,1,2.4,1
S-908869,2025-08-20,MegaShop-Ecommerce,E-commerce,Desktop,55+,High,buy_one_item,5,9,1,1,3,0,2,0,2,0,0,0,0,0,0,0,10.5,40,82.1,42.1,completed_purchase,1,3.7,1
S-902775,2024-06-18,NewsHub-Media,News/Media,Tablet,18-24,High,read_one_article,4,9,0,0,0,1,0,0,0,3,1,0,0,0,4,0,8.7,0,0,0,completed_purchase,1,5.3,0
S-909645,2025-11-08,TravelDeal-Booking,Travel,Tablet,25-34,Low,book_cheapest_option,5,5,0,1,1,0,0,0,1,1,0,0,1,0,0,0,11.7,150,184.06,34.06,completed_booking,1,3.3,1
S-910356,2024-09-05,FitPro-Subscription,Fitness SaaS,Mobile,25-34,High,cancel_subscription,5,12,0,0,0,1,0,2,0,4,1,0,0,4,0,0,9.3,0,0,0,completed_cancellation,1,5.4,1
S-902076,2025-06-17,FoodFast-Delivery,Food Delivery,Desktop,45-54,Low,order_dinner,3,4,2,1,0,0,1,0,0,0,0,0,0,0,0,0,5.6,25,54.36,29.36,completed_purchase,1,2.7,1
S-904827,2025-08-12,OpenApp-Freemium,Productivity,Mobile,45-54,Medium,try_free_trial,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.5,0,27.11,27.11,signed_up,1,1.9,1
S-901684,2024-12-18,TravelDeal-Booking,Travel,Mobile,25-34,Low,book_cheapest_option,4,9,3,3,0,0,0,0,2,0,0,0,1,0,0,0,16.2,150,163.17,13.17,completed_booking,1,4.2,1
S-911422,2025-04-20,MegaShop-Ecommerce,E-commerce,Mobile,55+,Low,buy_one_item,7,13,3,1,1,0,1,0,4,0,1,0,0,0,0,2,14.3,40,40,86.74,noticed_hidden_fee_abandoned,0,5.8,1
S-906350,2025-08-29,FitPro-Subscription,Fitness SaaS,Mobile,18-24,Low,cancel_subscription,3,5,0,0,0,3,1,0,0,1,0,0,0,0,0,0,5.7,0,29.18,29.18,completed_cancellation,1,2.6,1
S-908323,2025-04-19,MegaShop-Ecommerce,E-commerce,Mobile,25-34,High,buy_one_item,4,10,2,3,4,0,0,0,0,0,0,0,0,0,0,1,9.7,40,124.23,84.23,completed_purchase,1,5.7,0
S-901748,2025-11-21,SocialFeed-App,Social Media,Desktop,35-44,Low,check_notifications,2,3,0,0,0,0,0,0,0,0,0,1,0,2,0,0,3.4,0,0,0,completed_purchase,1,3.1,1
S-901266,2025-08-10,CleanShop-Ethical,E-commerce,Mobile,55+,Medium,buy_one_item,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,40,40,0,completed_purchase,1,1.9,1
S-908084,2024-06-19,SocialFeed-App,Social Media,Desktop,18-24,Low,check_notifications,1,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5.2,0,0,0,completed_purchase,1,3.1,1
S-911687,2025-10-19,QuickStream-Video,Subscription,Mobile,25-34,Medium,cancel_subscription,4,5,0,0,1,1,0,1,0,0,2,0,0,0,0,0,6.1,0,8.52,8.52,completed_cancellation,1,3.4,1
S-901053,2024-09-17,QuickStream-Video,Subscription,Mobile,45-54,Low,cancel_subscription,6,12,0,0,0,1,0,4,0,4,1,1,1,0,0,0,7.7,0,0,14.47,gave_up_cancelling,0,5.9,1
S-907681,2025-06-18,OpenApp-Freemium,Productivity,Desktop,18-24,Medium,try_free_trial,3,5,0,0,0,1,0,0,0,3,0,0,0,0,1,0,8.7,0,18.81,18.81,signed_up,1,3.0,1
S-908967,2025-09-13,NewsHub-Media,News/Media,Desktop,55+,High,read_one_article,4,7,0,0,0,0,0,0,0,4,1,1,0,0,1,0,6.7,0,0,0,completed_purchase,1,3.4,1
S-905164,2025-10-14,TravelDeal-Booking,Travel,Mobile,18-24,Medium,book_cheapest_option,3,10,3,3,0,0,0,0,0,0,0,0,4,0,0,0,16.8,150,167.46,17.46,completed_booking,1,4.2,0
S-911545,2025-02-05,CleanShop-Ethical,E-commerce,Tablet,45-54,High,buy_one_item,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,40,40,0,completed_purchase,1,1,1
S-900396,2024-10-15,TravelDeal-Booking,Travel,Desktop,18-24,High,book_cheapest_option,6,13,3,2,0,0,0,0,4,0,0,0,2,1,0,1,18.0,150,176.1,26.1,completed_booking,1,6.5,0
S-901641,2024-08-16,NewsHub-Media,News/Media,Mobile,55+,Medium,read_one_article,5,8,0,0,1,2,0,0,0,3,1,1,0,0,0,0,6.8,0,39.63,39.63,completed_purchase,1,3.4,1
S-900650,2025-11-23,TravelDeal-Booking,Travel,Mobile,35-44,Medium,book_cheapest_option,5,10,1,0,0,0,1,0,4,0,0,0,2,2,0,0,16.5,150,167.91,17.91,completed_booking,1,5.4,0
S-901587,2025-10-02,SocialFeed-App,Social Media,Mobile,18-24,Low,check_notifications,3,6,0,0,0,0,0,0,0,0,0,1,0,2,3,0,6.6,0,0,0,completed_purchase,1,4.0,1
S-908768,2025-06-24,FoodFast-Delivery,Food Delivery,Mobile,35-44,Low,order_dinner,5,8,1,1,1,0,3,0,0,0,0,2,0,0,0,0,6.7,25,108.46,83.46,completed_purchase,1,4.5,1
S-907919,2024-10-22,FitPro-Subscription,Fitness SaaS,Mobile,18-24,High,cancel_subscription,6,11,0,0,0,2,0,2,0,2,2,0,0,2,1,0,9.5,0,0,0,completed_cancellation,1,5.3,1
S-901708,2025-06-26,TravelDeal-Booking,Travel,Mobile,45-54,High,book_cheapest_option,4,7,1,3,1,0,0,0,2,0,0,0,0,0,0,0,12.8,150,162.58,12.58,completed_booking,1,4.0,0
S-904598,2024-11-21,FoodFast-Delivery,Food Delivery,Desktop,45-54,Low,order_dinner,3,9,4,0,2,0,3,0,0,0,0,0,0,0,0,0,10.3,25,25,71.17,noticed_hidden_fee_abandoned,0,3.9,0
S-911023,2025-03-05,FitPro-Subscription,Fitness SaaS,Mobile,45-54,Low,cancel_subscription,4,7,0,0,0,2,0,1,0,2,0,0,0,0,2,0,7.2,0,18.08,18.08,completed_cancellation,1,3.9,1
S-904856,2025-08-16,CleanShop-Ethical,E-commerce,Mobile,35-44,Low,buy_one_item,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6.1,40,40,0,completed_purchase,1,1.2,1
S-911248,2025-06-06,QuickStream-Video,Subscription,Tablet,45-54,Low,cancel_subscription,6,15,0,0,1,4,0,2,0,4,2,2,0,0,0,0,9.1,0,0,25.75,gave_up_cancelling,0,7.6,1
S-903535,2024-07-24,CleanShop-Ethical,E-commerce,Mobile,25-34,High,buy_one_item,2,3,0,2,0,0,1,0,0,0,0,0,0,0,0,0,7.0,40,51.59,11.59,completed_purchase,1,1.9,1
S-910343,2025-09-20,FitPro-Subscription,Fitness SaaS,Desktop,25-34,Low,cancel_subscription,4,14,0,0,0,4,0,4,0,0,0,0,0,4,2,0,10.2,0,0,0,gave_up_cancelling,0,6.6,1
S-907988,2025-10-04,OpenApp-Freemium,Productivity,Mobile,18-24,Low,try_free_trial,3,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,6.5,0,13.73,13.73,signed_up,1,2.6,1
S-908612,2024-07-28,NewsHub-Media,News/Media,Desktop,25-34,Low,read_one_article,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3.1,0,25.09,25.09,completed_purchase,1,1.7,1
S-908395,2024-09-22,NewsHub-Media,News/Media,Desktop,18-24,High,read_one_article,6,9,1,1,0,2,0,0,0,2,1,0,0,0,2,0,5.3,0,9.84,9.84,completed_purchase,1,3.8,0
S-908363,2025-04-24,FitPro-Subscription,Fitness SaaS,Desktop,25-34,Medium,cancel_subscription,6,11,0,0,0,2,0,3,0,2,1,0,0,2,1,0,11.5,0,0,21.03,gave_up_cancelling,0,5.3,0
S-904535,2025-11-25,QuickStream-Video,Subscription,Desktop,25-34,High,cancel_subscription,4,9,0,0,0,3,0,2,0,3,1,0,0,0,0,0,5.9,0,0,0,gave_up_cancelling,0,4.7,1
S-907119,2024-09-27,FoodFast-Delivery,Food Delivery,Mobile,35-44,Low,order_dinner,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,25,49.52,24.52,completed_purchase,1,2.6,1
S-908881,2024-12-26,QuickStream-Video,Subscription,Desktop,25-34,Low,cancel_subscription,6,10,0,0,0,1,0,0,0,1,4,2,1,0,0,1,9.7,0,36.34,36.34,completed_cancellation,1,4.6,1
S-908334,2025-09-19,CleanShop-Ethical,E-commerce,Mobile,35-44,Low,buy_one_item,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,40,40,0,completed_purchase,1,1,1
S-903025,2024-12-28,QuickStream-Video,Subscription,Desktop,25-34,Low,cancel_subscription,4,7,0,0,0,0,1,2,0,1,3,0,0,0,0,0,6.6,0,0,30.52,gave_up_cancelling,0,3.4,0
S-910902,2025-05-05,QuickStream-Video,Subscription,Mobile,35-44,High,cancel_subscription,3,4,0,0,0,2,0,0,0,1,0,0,0,0,1,0,5.8,0,0,0,completed_cancellation,1,3.5,1
S-902482,2025-06-20,FairBook-Travel,Travel,Mobile,18-24,Medium,book_cheapest_option,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,150,150,0,completed_booking,1,1,1
S-902871,2025-09-30,MegaShop-Ecommerce,E-commerce,Desktop,55+,Low,buy_one_item,4,11,3,4,3,0,0,0,1,0,0,0,0,0,0,0,13.4,40,85.04,45.04,completed_purchase,1,5.9,1
S-907975,2025-05-05,OpenApp-Freemium,Productivity,Mobile,25-34,High,try_free_trial,4,6,0,0,0,1,0,1,0,3,0,0,1,0,0,0,7.3,0,0,0,signed_up,1,4.0,0
S-902063,2025-10-18,FoodFast-Delivery,Food Delivery,Mobile,55+,Medium,order_dinner,3,9,2,0,4,0,3,0,0,0,0,0,0,0,0,0,9.4,25,74.51,49.51,completed_purchase,1,4.3,0
S-907522,2025-07-08,TravelDeal-Booking,Travel,Desktop,55+,High,book_cheapest_option,6,14,1,4,2,0,0,0,2,0,0,0,4,1,0,0,18.5,150,162.65,12.65,completed_booking,1,7.6,0
S-911757,2025-02-17,OpenApp-Freemium,Productivity,Tablet,25-34,Medium,try_free_trial,3,3,0,0,0,1,0,0,1,0,0,0,0,1,0,0,6.0,0,0,0,signed_up,1,2.7,1
S-905571,2025-10-06,MegaShop-Ecommerce,E-commerce,Mobile,25-34,Low,buy_one_item,6,10,3,0,1,0,0,1,3,0,0,1,0,1,0,0,11.7,40,73.04,33.04,completed_purchase,1,4.9,1
S-900370,2024-08-26,CleanShop-Ethical,E-commerce,Tablet,35-44,Low,buy_one_item,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,40,40,0,completed_purchase,1,1,1
S-900065,2025-03-08,MegaShop-Ecommerce,E-commerce,Mobile,25-34,High,buy_one_item,5,7,1,2,1,0,1,0,0,0,0,0,0,0,0,2,9.4,40,40,40.25,abandoned_cart,0,3.7,1
S-902033,2025-03-27,FoodFast-Delivery,Food Delivery,Mobile,25-34,High,order_dinner,3,8,4,0,2,0,2,0,0,0,0,0,0,0,0,0,10.0,25,105.97,80.97,completed_purchase,1,5.1,1
S-902696,2025-02-07,TravelDeal-Booking,Travel,Mobile,35-44,High,book_cheapest_option,3,10,4,3,0,0,0,0,0,0,0,0,3,0,0,0,17.4,150,150,13.33,noticed_hidden_fee_abandoned,0,5.6,0
S-907363,2025-03-15,FoodFast-Delivery,Food Delivery,Mobile,25-34,High,order_dinner,4,7,2,0,3,0,1,0,0,1,0,0,0,0,0,0,6.8,25,68.14,43.14,completed_purchase,1,4.5,1
S-911879,2025-01-06,FoodFast-Delivery,Food Delivery,Mobile,45-54,Low,order_dinner,4,8,0,2,2,0,3,0,0,0,0,1,0,0,0,0,9.3,25,64.35,39.35,completed_purchase,1,3.8,1
S-900707,2025-01-27,CleanShop-Ethical,E-commerce,Desktop,45-54,High,buy_one_item,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5.7,40,40,0,completed_purchase,1,1,1
S-906541,2024-08-21,SocialFeed-App,Social Media,Desktop,18-24,High,check_notifications,4,9,0,0,0,0,0,0,0,0,0,4,1,3,1,0,6.6,0,0,0,completed_purchase,1,4.9,0
S-909582,2025-07-01,QuickStream-Video,Subscription,Mobile,18-24,Low,cancel_subscription,3,7,0,0,2,3,0,2,0,0,0,0,0,0,0,0,7.9,0,0,27.94,gave_up_cancelling,0,3.2,1
S-908435,2025-10-27,MegaShop-Ecommerce,E-commerce,Mobile,35-44,Low,buy_one_item,4,11,3,3,3,0,0,0,0,0,0,0,0,0,0,2,12.8,40,40,115.9,noticed_hidden_fee_abandoned,0,4.6,1
S-900038,2025-09-26,SocialFeed-App,Social Media,Tablet,45-54,High,check_notifications,3,8,0,0,0,0,0,1,0,0,0,3,0,0,4,0,8.3,0,0,0,completed_purchase,1,3.9,0
S-908147,2025-10-10,TravelDeal-Booking,Travel,Desktop,25-34,High,book_cheapest_option,4,10,3,0,0,0,0,0,2,0,0,0,3,2,0,0,16.5,150,150,9.79,noticed_hidden_fee_abandoned,0,5.9,1
S-909171,2024-10-16,FairBook-Travel,Travel,Mobile,45-54,Medium,book_cheapest_option,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,150,150,0,completed_booking,1,1,1
S-908831,2025-11-18,SocialFeed-App,Social Media,Mobile,25-34,Low,check_notifications,4,6,0,0,0,0,0,0,0,0,1,1,1,3,0,0,4.7,0,0,0,completed_purchase,1,2.9,1
S-906333,2025-02-08,QuickStream-Video,Subscription,Desktop,55+,Low,cancel_subscription,2,4,0,0,0,0,0,2,0,2,0,0,0,0,0,0,4.6,0,0,14.57,gave_up_cancelling,0,2.1,1
S-901405,2025-11-15,TravelDeal-Booking,Travel,Mobile,45-54,Low,book_cheapest_option,5,11,1,2,0,0,0,0,3,0,0,0,3,2,0,0,16.4,150,159.2,9.2,completed_booking,1,5.3,1
S-906686,2024-08-28,SocialFeed-App,Social Media,Mobile,18-24,High,check_notifications,3,9,0,0,0,0,0,0,0,0,0,1,0,4,4,0,5.1,0,0,0,completed_purchase,1,4.0,1
S-903186,2024-11-14,FairBook-Travel,Travel,Mobile,18-24,Low,book_cheapest_option,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10.7,150,160.22,10.22,completed_booking,1,1.9,1
S-901256,2024-12-22,CleanShop-Ethical,E-commerce,Mobile,18-24,Medium,buy_one_item,2,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,6.6,40,62.69,22.69,completed_purchase,1,1.7,1
S-900365,2025-04-05,TravelDeal-Booking,Travel,Tablet,25-34,Low,book_cheapest_option,4,8,0,2,0,0,0,0,3,0,0,0,1,2,0,0,14.8,150,150,0,completed_booking,1,4.8,1
S-910859,2024-12-10,MegaShop-Ecommerce,E-commerce,Mobile,25-34,High,buy_one_item,4,9,3,4,0,0,0,0,1,0,0,0,0,0,0,1,9.2,40,64.89,24.89,completed_purchase,1,4.8,0
S-900157,2024-10-24,SocialFeed-App,Social Media,Mobile,25-34,High,check_notifications,4,9,0,0,0,0,0,0,0,0,1,4,0,0,3,1,8.5,0,11.21,11.21,completed_purchase,1,5.1,0
S-907994,2025-01-20,FairBook-Travel,Travel,Mobile,55+,Low,book_cheapest_option,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,150,150,0,completed_booking,1,1.5,1
S-909427,2024-10-18,OpenApp-Freemium,Productivity,Desktop,45-54,Low,try_free_trial,1,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6.4,0,28.05,28.05,signed_up,1,2.1,1
S-906431,2025-05-18,FairBook-Travel,Travel,Mobile,25-34,Low,book_cheapest_option,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,150,150,0,completed_booking,1,1,1
S-902927,2025-03-10,TravelDeal-Booking,Travel,Tablet,45-54,High,book_cheapest_option,5,10,3,1,0,0,0,0,3,0,0,0,0,2,0,1,17.3,150,150,63.71,noticed_hidden_fee_abandoned,0,4.1,0
S-903347,2024-11-22,NewsHub-Media,News/Media,Mobile,25-34,High,read_one_article,4,13,0,0,0,0,0,0,0,3,4,2,0,0,4,0,9.4,0,0,0,completed_purchase,1,6.4,1
S-901731,2025-11-08,FitPro-Subscription,Fitness SaaS,Tablet,25-34,Medium,cancel_subscription,6,12,0,0,0,2,0,2,0,2,2,0,0,2,2,0,9.5,0,13.6,13.6,completed_cancellation,1,5.9,0
S-908153,2024-12-06,SocialFeed-App,Social Media,Desktop,45-54,Medium,check_notifications,3,7,0,0,0,0,0,2,0,0,2,3,0,0,0,0,7.1,0,0,0,completed_purchase,1,4.3,1
S-904750,2025-10-21,FitPro-Subscription,Fitness SaaS,Mobile,25-34,Low,cancel_subscription,2,7,0,0,0,0,0,4,0,3,0,0,0,0,0,0,6.7,0,0,28.06,gave_up_cancelling,0,4.6,0
S-901774,2025-05-14,SocialFeed-App,Social Media,Mobile,35-44,Low,check_notifications,4,10,0,0,0,0,0,0,0,0,2,3,0,1,4,0,8.4,0,0,0,completed_purchase,1,5.2,1
S-904242,2025-05-19,OpenApp-Freemium,Productivity,Desktop,18-24,Low,try_free_trial,3,5,1,0,0,2,0,0,0,2,0,0,0,0,0,0,7.3,0,22.29,22.29,signed_up,1,3.1,1
S-908717,2025-02-07,FitPro-Subscription,Fitness SaaS,Mobile,35-44,High,cancel_subscription,6,12,0,1,0,2,0,1,0,2,2,0,0,4,0,0,10.8,0,0,0,gave_up_cancelling,0,6.5,0
S-911372,2025-05-31,CleanShop-Ethical,E-commerce,Mobile,18-24,Low,buy_one_item,3,3,0,1,0,0,0,1,0,0,1,0,0,0,0,0,6.4,40,40,0,completed_purchase,1,1.2,1
S-909117,2025-11-05,FairBook-Travel,Travel,Desktop,35-44,Medium,book_cheapest_option,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,150,150,0,completed_booking,1,1,1
S-902749,2025-01-20,CleanShop-Ethical,E-commerce,Mobile,35-44,Low,buy_one_item,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5.6,40,61.45,21.45,completed_purchase,1,2.4,1
S-902226,2025-05-14,SocialFeed-App,Social Media,Mobile,18-24,Low,check_notifications,5,15,0,1,0,0,0,2,0,0,0,4,0,4,4,0,11.2,0,0,0,completed_purchase,1,7.7,1
S-904857,2025-05-08,NewsHub-Media,News/Media,Mobile,25-34,Medium,read_one_article,4,9,0,0,0,0,0,1,0,2,4,0,0,0,2,0,5.0,0,28.24,28.24,completed_purchase,1,4.2,0
S-909818,2025-07-24,QuickStream-Video,Subscription,Mobile,25-34,Medium,cancel_subscription,5,12,0,0,2,2,0,3,0,1,4,0,0,0,0,0,7.2,0,0,37.34,gave_up_cancelling,0,6.6,1
S-900320,2025-04-26,TravelDeal-Booking,Travel,Mobile,45-54,High,book_cheapest_option,5,7,1,2,0,0,0,0,1,0,0,0,2,1,0,0,13.9,150,157.53,7.53,completed_booking,1,4.8,1
S-911204,2025-04-17,FoodFast-Delivery,Food Delivery,Mobile,55+,Low,order_dinner,2,5,3,0,2,0,0,0,0,0,0,0,0,0,0,0,6.1,25,25,38.48,noticed_hidden_fee_abandoned,0,3.6,1
S-911236,2025-02-12,MegaShop-Ecommerce,E-commerce,Mobile,55+,High,buy_one_item,3,10,3,0,3,0,0,0,4,0,0,0,0,0,0,0,12.1,40,40,51.56,noticed_hidden_fee_abandoned,0,5.9,0
S-904932,2025-07-03,FoodFast-Delivery,Food Delivery,Mobile,35-44,Low,order_dinner,4,10,0,2,4,0,3,0,0,0,0,0,0,1,0,0,11.9,25,95.39,70.39,completed_purchase,1,4.6,1
S-907001,2024-10-04,MegaShop-Ecommerce,E-commerce,Mobile,25-34,High,buy_one_item,4,7,1,0,1,0,1,0,4,0,0,0,0,0,0,0,8.7,40,75.39,35.39,completed_purchase,1,3.9,1
S-906902,2025-11-18,SocialFeed-App,Social Media,Mobile,25-34,High,check_notifications,4,9,0,0,0,0,0,0,0,1,1,4,0,3,0,0,5.6,0,0,0,completed_purchase,1,4.1,0
S-902191,2025-10-01,QuickStream-Video,Subscription,Mobile,25-34,Low,cancel_subscription,4,8,0,0,0,1,0,4,1,0,2,0,0,0,0,0,7.4,0,0,0,gave_up_cancelling,0,3.7,0
S-910490,2025-09-10,MegaShop-Ecommerce,E-commerce,Mobile,18-24,High,buy_one_item,3,7,3,1,0,0,0,0,3,0,0,0,0,0,0,0,7.4,40,64.88,24.88,completed_purchase,1,4.4,1
S-900087,2025-05-11,TravelDeal-Booking,Travel,Desktop,25-34,Low,book_cheapest_option,6,16,4,4,2,0,0,0,1,0,0,0,4,1,0,0,21.2,150,188.23,38.23,completed_booking,1,6.5,1
S-910931,2025-01-10,FairBook-Travel,Travel,Mobile,25-34,High,book_cheapest_option,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,11.5,150,170.37,20.37,completed_booking,1,2.7,1
S-904493,2025-02-21,FoodFast-Delivery,Food Delivery,Desktop,35-44,Low,order_dinner,4,11,3,2,4,0,2,0,0,0,0,0,0,0,0,0,8.1,25,25,65.21,noticed_hidden_fee_abandoned,0,5.1,1
